GeneID	Chromosome	Start	Stop	Strand	Description
BnaA01g25160D	chrA01	17581724	17581931	-	uncharacterized protein LOC106434110 isoform X1
BnaA01g26110D	chrA01	18196752	18198436	+	transcription factor bHLH113 isoform X1
BnaA01g26150D	chrA01	18228542	18228628	-	probable cysteine protease RDL2
BnaA01g27960D	chrA01	19489799	19490451	+	--
BnaA01g27980D	chrA01	19500639	19509589	-	putative F-box/kelch-repeat protein At3g17570
BnaA01g28730D	chrA01	19959861	19960176	+	--
BnaA01g29330D	chrA01	20279716	20279908	-	--
BnaA01g29340D	chrA01	20280130	20280496	-	--
BnaA01g29540D	chrA01	20456788	20459260	+	dormancy-associated protein homolog 4-like
BnaA01g29620D	chrA01	20484775	20484861	+	uncharacterized protein LOC106348669
BnaA01g29640D	chrA01	20488989	20489379	+	uncharacterized protein LOC106375105
BnaA01g29670D	chrA01	20499846	20500037	+	--
BnaA01g31780D	chrA01	21526215	21526358	+	lysM domain receptor-like kinase 3
BnaA01g32320D	chrA01	21770966	21772613	-	ubiquitin-conjugating enzyme E2 11
BnaA01g32730D	chrA01	22119702	22120505	+	uncharacterized protein BNAA01G32730D
BnaA01g33180D	chrA01	22548001	22548187	-	--
BnaA01g35610D	chrA01_random	831787	832189	-	--
BnaA01g35620D	chrA01_random	845031	845210	-	--
BnaA01g35630D	chrA01_random	850538	851896	+	camelliol C synthase-like isoform X2
BnaA01g35690D	chrA01_random	908547	908968	-	"uncharacterized protein At3g60930
BnaA01g35700D	chrA01_random	909113	909175	-	--
BnaA02g08020D	chrA02	3795347	3795601	-	uncharacterized protein LOC106387804
BnaA02g08310D	chrA02	3959249	3959611	+	macrophage migration inhibitory factor homolog
BnaA02g10150D	chrA02	5145549	5146892	-	growth-regulating factor 7
BnaA02g12490D	chrA02	6697226	6699078	+	protein ACCELERATED CELL DEATH 6-like
BnaA02g12500D	chrA02	6699159	6699203	+	--
BnaA02g12620D	chrA02	6781323	6787042	+	LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 1.3 isoform X6
BnaA02g14330D	chrA02	8088022	8089554	+	expansin-A1-like
BnaA02g14340D	chrA02	8089629	8091374	+	expansin-A1
BnaA02g14380D	chrA02	8098694	8101507	-	--
BnaA02g14420D	chrA02	8139643	8140290	+	CLAVATA3/ESR (CLE)-related protein 45-like
BnaA02g15590D	chrA02	9014642	9015164	+	EPIDERMAL PATTERNING FACTOR-like protein 7
BnaA02g16270D	chrA02	9700806	9700960	-	--
BnaA02g17780D	chrA02	10691412	10692494	-	sm-like protein LSM3B
BnaA02g17800D	chrA02	10694726	10695252	+	probable methyltransferase PMT24
BnaA02g19280D	chrA02	11983344	11984222	-	putative F-box/FBD/LRR-repeat protein At1g22000
BnaA02g19380D	chrA02	12036731	12036991	+	"pentatricopeptide repeat-containing protein At1g80880
BnaA02g19430D	chrA02	12056603	12057215	-	uncharacterized protein At4g04775-like
BnaA02g20150D	chrA02	12465215	12465292	+	--
BnaA02g20250D	chrA02	12526869	12527916	+	uncharacterized protein LOC106423140 isoform X1
BnaA02g20290D	chrA02	12553634	12553827	-	--
BnaA02g22510D	chrA02	15044968	15045422	-	--
BnaA02g22740D	chrA02	15276624	15276671	-	--
BnaA02g26720D	chrA02	19731587	19731619	+	--
BnaA02g26730D	chrA02	19734262	19740658	-	DNA polymerase alpha catalytic subunit-like
BnaA02g28210D	chrA02	20791189	20791794	-	--
BnaA02g28480D	chrA02	20962945	20963093	-	--
BnaA02g28560D	chrA02	21014057	21014331	-	uncharacterized protein BNAC02G36620D
BnaA02g28630D	chrA02	21044199	21044464	-	ATPase family AAA domain-containing protein FIGL1-like
BnaA02g31990D	chrA02	23043244	23043972	-	cytochrome b-c1 complex subunit 7-2
BnaA02g32680D	chrA02	23481566	23481803	-	--
BnaA02g33950D	chrA02	24289058	24289347	-	--
BnaA02g35790D	chrA02_random	531634	531918	+	uncharacterized protein LOC106428518
BnaA02g35800D	chrA02_random	535120	535295	-	--
BnaA03g07270D	chrA03	3229456	3229581	-	--
BnaA03g07600D	chrA03	3382373	3383669	+	uncharacterized protein LOC106434323
BnaA03g11020D	chrA03	4963319	4963532	+	uncharacterized protein LOC111198015 isoform X2
BnaA03g11220D	chrA03	5039412	5040198	-	uncharacterized protein LOC111212706
BnaA03g11380D	chrA03	5113615	5113875	-	--
BnaA03g11410D	chrA03	5122160	5122912	-	putative lipid-transfer protein DIR1
BnaA03g11460D	chrA03	5146737	5147060	+	probable long-chain-alcohol O-fatty-acyltransferase 4
BnaA03g11530D	chrA03	5166096	5166311	-	--
BnaA03g11560D	chrA03	5174012	5175398	-	--
BnaA03g11740D	chrA03	5286027	5286307	+	--
BnaA03g12060D	chrA03	5458276	5459292	+	UDP-glycosyltransferase 79B9-like
BnaA03g12070D	chrA03	5461429	5461950	-	B3 domain-containing transcription factor NGA4-like
BnaA03g12170D	chrA03	5490336	5490596	-	auxin-responsive protein SAUR32-like
BnaA03g13940D	chrA03	6387733	6388042	+	--
BnaA03g16840D	chrA03	7880285	7880377	-	--
BnaA03g16850D	chrA03	7880453	7880500	-	--
BnaA03g16890D	chrA03	7921051	7922195	-	zinc finger protein 593 homolog
BnaA03g19430D	chrA03	9201431	9201954	-	uncharacterized protein BNAC03G23310D
BnaA03g20890D	chrA03	9883138	9883338	+	"chloroplastic group IIA intron splicing facilitator CRS1
BnaA03g20970D	chrA03	9940749	9940817	-	--
BnaA03g20980D	chrA03	9941100	9942017	-	protein transport protein Sec61 subunit beta
BnaA03g20990D	chrA03	9942364	9942441	+	--
BnaA03g21150D	chrA03	10021766	10021904	-	--
BnaA03g21990D	chrA03	10406039	10407383	-	tropinone reductase homolog At2g29320 isoform X1
BnaA03g22220D	chrA03	10542864	10542896	+	--
BnaA03g23430D	chrA03	11212605	11215676	-	elongator complex protein 3
BnaA03g24200D	chrA03	11633517	11633927	-	S-protein homolog 9-like
BnaA03g24260D	chrA03	11665368	11666548	+	phytolongin Phyl1.1-like
BnaA03g24280D	chrA03	11671263	11671856	+	22.0 kDa heat shock protein
BnaA03g24320D	chrA03	11688235	11689329	+	uncharacterized protein LOC106436440 isoform X1
BnaA03g24370D	chrA03	11714083	11722792	-	probable aquaporin NIP5-1
BnaA03g26220D	chrA03	12840782	12841536	+	"protein SENESCENCE-ASSOCIATED GENE 21
BnaA03g26230D	chrA03	12846778	12847660	-	uncharacterized protein BNAC03G30980D
BnaA03g26420D	chrA03	12931095	12933425	+	"pentatricopeptide repeat-containing protein At4g01990
BnaA03g27280D	chrA03	13470208	13471510	-	uncharacterized protein LOC106438874
BnaA03g29590D	chrA03	14413725	14415236	-	--
BnaA03g36100D	chrA03	17650521	17651417	+	"ATP synthase subunit epsilon
BnaA03g36280D	chrA03	17733036	17733554	-	--
BnaA03g38060D	chrA03	18919595	18920796	+	glycine-rich protein 3 short isoform
BnaA03g38080D	chrA03	18927012	18927859	-	"protein PROTON GRADIENT REGULATION 5
BnaA03g38180D	chrA03	18972041	18974046	-	xyloglucan endotransglucosylase/hydrolase
BnaA03g38680D	chrA03	19222585	19224901	+	receptor like protein 30-like
BnaA03g38710D	chrA03	19233512	19233885	+	--
BnaA03g38830D	chrA03	19300078	19300517	+	nucleoside diphosphate kinase 1-like
BnaA03g40050D	chrA03	20004797	20007376	+	probable leucine-rich repeat receptor-like protein kinase At1g35710
BnaA03g40400D	chrA03	20196757	20198006	+	probable transcription factor At5g61620
BnaA03g41110D	chrA03	20616505	20616564	+	--
BnaA03g41990D	chrA03	21090959	21091006	-	--
BnaA03g42000D	chrA03	21091132	21091848	-	heavy metal-associated isoprenylated plant protein 19-like
BnaA03g44760D	chrA03	22749531	22749714	-	--
BnaA03g44800D	chrA03	22768352	22768797	-	splicing factor 3B subunit 2
BnaA03g50260D	chrA03	26092103	26092138	-	--
BnaA03g50440D	chrA03	26175172	26175246	+	--
BnaA03g51250D	chrA03	26601992	26602233	-	chloroplast envelope membrane protein-like
BnaA03g51980D	chrA03	27071554	27072777	+	uncharacterized protein BNAA03G51980D isoform X1
BnaA03g52140D	chrA03	27155914	27159770	-	potassium channel KAT3-like
BnaA03g52300D	chrA03	27266204	27266943	+	--
BnaA03g52980D	chrA03	27686593	27686907	+	--
BnaA03g53000D	chrA03	27696491	27698098	+	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9
BnaA03g53650D	chrA03	28235599	28236880	-	--
BnaA03g53660D	chrA03	28237000	28238116	-	uncharacterized protein LOC106361522
BnaA03g54020D	chrA03	28505103	28505141	+	--
BnaA03g54630D	chrA03	29506523	29506795	+	--
BnaA03g56210D	chrA03_random	605921	606167	-	1-aminocyclopropane-1-carboxylate oxidase homolog 12-like
BnaA03g58550D	chrA03_random	1735920	1736883	-	uncharacterized protein BNAA03G58550D
BnaA03g59450D	chrA03_random	3199545	3199737	+	--
BnaA03g59640D	chrA03_random	3621494	3623465	+	"DExH-box ATP-dependent RNA helicase DExH4
BnaA03g60070D	chrA03_random	4462682	4464721	+	--
BnaA03g60120D	chrA03_random	4515292	4515456	-	--
BnaA04g02260D	chrA04	1462058	1462243	-	arabinogalactan peptide 23
BnaA04g03170D	chrA04	2074926	2075074	+	--
BnaA04g06010D	chrA04	4616780	4617248	-	--
BnaA04g06030D	chrA04	4625540	4625860	-	"uncharacterized protein At4g14450
BnaA04g06310D	chrA04	4895248	4895662	+	--
BnaA04g06430D	chrA04	5057272	5057325	-	--
BnaA04g06470D	chrA04	5080829	5080864	+	--
BnaA04g06730D	chrA04	5359488	5359538	+	--
BnaA04g07100D	chrA04	5797549	5797986	+	tRNA(His) guanylyltransferase 1-like
BnaA04g07150D	chrA04	5855247	5855312	-	--
BnaA04g07860D	chrA04	6884015	6884167	-	uncharacterized protein At4g04775-like
BnaA04g09210D	chrA04	8261813	8262055	-	--
BnaA04g09280D	chrA04	8323824	8324010	+	--
BnaA04g11620D	chrA04	10038398	10038496	-	--
BnaA04g18410D	chrA04	14724400	14724453	+	--
BnaA04g19680D	chrA04	15409561	15410226	+	--
BnaA04g19730D	chrA04	15422584	15422803	+	--
BnaA04g20110D	chrA04	15574024	15574121	+	--
BnaA04g20260D	chrA04	15633346	15633872	-	uncharacterized protein BNAA04G20260D
BnaA04g20270D	chrA04	15635871	15636371	+	protein TIFY 5B-like
BnaA04g20480D	chrA04	15774149	15775190	-	uncharacterized protein LOC106441197 isoform X3
BnaA04g24940D	chrA04	18125643	18126141	-	--
BnaA04g27410D	chrA04_random	69599	71139	+	uncharacterized protein LOC111215149
BnaA04g27430D	chrA04_random	90126	91183	-	auxin-responsive protein IAA30-like
BnaA04g28090D	chrA04_random	632408	632601	-	--
BnaA04g28210D	chrA04_random	708185	709404	+	uncharacterized protein LOC106373105
BnaA05g00910D	chrA05	517604	519836	-	ycf3 gene product (chloroplast)
BnaA05g01070D	chrA05	589053	590459	-	transcription factor bHLH70-like isoform X1
BnaA05g01850D	chrA05	1038258	1039117	+	ubiquinol-cytochrome c reductase complex 6.7 kDa protein
BnaA05g04360D	chrA05	2353289	2353989	+	serine/threonine-protein kinase D6PKL1-like
BnaA05g04400D	chrA05	2368473	2370144	+	"thylakoid lumenal 15 kDa protein 1
BnaA05g04620D	chrA05	2460264	2460382	-	--
BnaA05g04630D	chrA05	2465700	2467022	+	probable protein S-acyltransferase 22 isoform X2
BnaA05g04670D	chrA05	2476363	2477889	+	tRNA 2'-phosphotransferase 1-like isoform X2
BnaA05g04700D	chrA05	2485422	2486288	+	tRNA 2'-phosphotransferase 1-like
BnaA05g04810D	chrA05	2530321	2531842	-	uncharacterized protein LOC106450901
BnaA05g06390D	chrA05	3383150	3383726	+	uncharacterized protein LOC106453411
BnaA05g06420D	chrA05	3451331	3452852	+	uncharacterized protein LOC106408669
BnaA05g07680D	chrA05	4182164	4182713	+	uncharacterized protein LOC106453452
BnaA05g07750D	chrA05	4202307	4203149	-	homeobox-leucine zipper protein ATHB-22
BnaA05g07830D	chrA05	4262229	4263596	-	UPF0481 protein At3g47200
BnaA05g08040D	chrA05	4419383	4420216	-	pentatricopeptide repeat-containing protein At2g36240-like
BnaA05g08070D	chrA05	4423792	4424562	-	uncharacterized protein LOC106451130
BnaA05g08330D	chrA05	4625813	4626316	+	--
BnaA05g09320D	chrA05	5179073	5179961	+	uncharacterized protein LOC106450287
BnaA05g09330D	chrA05	5180912	5184160	+	uncharacterized protein LOC106447492
BnaA05g09360D	chrA05	5195103	5195312	-	agamous-like MADS-box protein AGL29
BnaA05g09420D	chrA05	5206788	5207906	-	protein REDUCED WALL ACETYLATION 3 isoform X2
BnaA05g09430D	chrA05	5207973	5209949	-	protein REDUCED WALL ACETYLATION 3
BnaA05g09440D	chrA05	5210471	5212273	-	pentatricopeptide repeat-containing protein At2g34400-like
BnaA05g09490D	chrA05	5227541	5227744	-	--
BnaA05g09520D	chrA05	5257883	5258473	+	uncharacterized protein LOC106447505 isoform X2
BnaA05g09570D	chrA05	5271037	5273645	-	protein transport protein Sec61 subunit alpha-like
BnaA05g11280D	chrA05	6319256	6320200	-	uncharacterized protein BNAA05G11280D
BnaA05g12260D	chrA05	7075564	7076071	-	--
BnaA05g15390D	chrA05	9825223	9825661	-	--
BnaA05g15930D	chrA05	10461889	10461939	-	--
BnaA05g15970D	chrA05	10516865	10523185	+	--
BnaA05g17890D	chrA05	12988246	12988509	-	uncharacterized protein LOC111212932
BnaA05g19060D	chrA05	14405928	14406274	+	uncharacterized protein LOC106428820
BnaA05g24390D	chrA05	18250437	18251319	-	ethylene-responsive transcription factor 4-like
BnaA05g25950D	chrA05	19120640	19120910	-	high mobility group B protein 10-like
BnaA05g26030D	chrA05	19167082	19167523	+	"chaperone protein dnaJ 11
BnaA05g26040D	chrA05	19167670	19168025	+	"chaperone protein dnaJ 11
BnaA05g26340D	chrA05	19316454	19316528	-	--
BnaA05g33100D	chrA05	22536171	22536565	-	uncharacterized protein BNAA05G33100D
BnaA05g35280D	chrA05_random	695434	696039	-	--
BnaA05g35520D	chrA05_random	909271	909423	+	--
BnaA05g35610D	chrA05_random	1063752	1065742	+	aspartic proteinase-like protein 2
BnaA05g35720D	chrA05_random	1137847	1138399	-	--
BnaA05g35840D	chrA05_random	1328218	1328368	+	--
BnaA05g35850D	chrA05_random	1328443	1329060	+	putative F-box protein At1g46984
BnaA05g35910D	chrA05_random	1392421	1392474	-	--
BnaA05g35990D	chrA05_random	1447301	1448679	+	E3 ubiquitin-protein ligase RNF14 isoform X1
BnaA06g01720D	chrA06	1021170	1021254	-	--
BnaA06g01820D	chrA06	1070780	1071078	+	uncharacterized protein LOC111207073
BnaA06g07280D	chrA06	3877982	3878176	+	golgin subfamily A member 6-like protein 22
BnaA06g10070D	chrA06	5345548	5345772	-	uncharacterized protein LOC106380244
BnaA06g12380D	chrA06	6432507	6432690	-	--
BnaA06g14060D	chrA06	7547796	7548076	-	--
BnaA06g14120D	chrA06	7617499	7617561	-	--
BnaA06g14170D	chrA06	7651466	7651624	+	uncharacterized protein LOC106356452
BnaA06g14650D	chrA06	7949865	7951432	+	"outer envelope pore protein 21A
BnaA06g14660D	chrA06	7955864	7956556	+	RING-H2 finger protein ATL80-like
BnaA06g14700D	chrA06	7975068	7976704	+	cysteine protease XCP2-like
BnaA06g14830D	chrA06	8097607	8098563	-	replication protein A 70 kDa DNA-binding subunit-like
BnaA06g15120D	chrA06	8287175	8289821	-	TOM1-like protein 3
BnaA06g15220D	chrA06	8333100	8334068	-	uncharacterized serine-rich protein C215.13
BnaA06g15230D	chrA06	8341564	8341731	-	uncharacterized protein BNAC07G14460D
BnaA06g15240D	chrA06	8343844	8344062	-	--
BnaA06g15260D	chrA06	8371086	8371295	-	uncharacterized protein LOC111198867
BnaA06g16020D	chrA06	8847969	8848622	+	FAS1 domain-containing protein SELMODRAFT_448915-like
BnaA06g16030D	chrA06	8852911	8853774	+	uncharacterized protein LOC106399961
BnaA06g16070D	chrA06	8882679	8885035	+	protein DEFECTIVE IN MERISTEM SILENCING 3-like
BnaA06g18190D	chrA06	10418586	10419769	-	--
BnaA06g18660D	chrA06	10948618	10948880	-	--
BnaA06g18690D	chrA06	10973989	10974400	-	--
BnaA06g19480D	chrA06	11895976	11896310	+	--
BnaA06g20770D	chrA06	14313582	14314627	+	uncharacterized protein LOC111198639
BnaA06g20890D	chrA06	14482927	14483037	+	uncharacterized protein LOC106428921
BnaA06g21660D	chrA06	15098467	15103859	+	uncharacterized protein LOC106374057
BnaA06g21780D	chrA06	15192771	15194069	-	protein ODORANT1-like
BnaA06g21790D	chrA06	15210517	15211131	+	pectinesterase inhibitor 11-like
BnaA06g21830D	chrA06	15255492	15256198	-	--
BnaA06g22150D	chrA06	15477842	15477907	-	--
BnaA06g22190D	chrA06	15493051	15493185	-	--
BnaA06g22210D	chrA06	15518502	15518555	+	--
BnaA06g25750D	chrA06	17813373	17813453	-	--
BnaA06g26450D	chrA06	18191708	18191946	+	--
BnaA06g27340D	chrA06	18761615	18761958	+	--
BnaA06g27420D	chrA06	18819291	18819602	+	uncharacterized protein LOC106405544
BnaA06g32770D	chrA06	21743796	21743933	-	--
BnaA06g35440D	chrA06	23295433	23296673	+	"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8
BnaA06g36510D	chrA06	23910478	23910888	+	S-protein homolog 9-like
BnaA06g38210D	chrA06_random	416556	416825	-	--
BnaA06g38250D	chrA06_random	451688	452026	+	uncharacterized protein BNAA06G38250D
BnaA06g38720D	chrA06_random	806326	808987	+	uncharacterized protein LOC106398718
BnaA06g38740D	chrA06_random	830498	831217	+	uncharacterized protein LOC106347712
BnaA06g39600D	chrA06_random	1636081	1636212	-	--
BnaA06g39640D	chrA06_random	1655364	1655699	+	--
BnaA07g01340D	chrA07	1078449	1078972	+	--
BnaA07g01900D	chrA07	1589592	1589847	-	--
BnaA07g02110D	chrA07	1788079	1788246	-	60S ribosomal protein L8-3-like
BnaA07g02140D	chrA07	1805603	1805929	-	auxin-responsive protein SAUR50-like
BnaA07g02750D	chrA07	2442788	2442892	-	--
BnaA07g02770D	chrA07	2454258	2454467	+	uncharacterized protein LOC111214972
BnaA07g02850D	chrA07	2494358	2494560	-	serine/threonine-protein kinase STY8-like
BnaA07g03230D	chrA07	2864545	2864598	-	--
BnaA07g03980D	chrA07	4042806	4045989	-	--
BnaA07g04470D	chrA07	4825681	4826549	+	uncharacterized protein LOC111208819
BnaA07g05120D	chrA07	5514611	5514792	-	--
BnaA07g06280D	chrA07	6604767	6605683	+	transcription factor ORG3-like
BnaA07g06470D	chrA07	6788781	6788966	+	--
BnaA07g06480D	chrA07	6789043	6789222	+	--
BnaA07g07860D	chrA07	8142235	8142476	+	--
BnaA07g12850D	chrA07	11503894	11505524	-	"peptide chain release factor APG3
BnaA07g14190D	chrA07	12582747	12584169	-	paired amphipathic helix protein Sin3-like 4 isoform X1
BnaA07g15210D	chrA07	13231455	13231664	-	uncharacterized protein LOC106446221
BnaA07g15240D	chrA07	13240424	13240805	+	probable protein S-acyltransferase 6
BnaA07g19090D	chrA07	15402991	15403602	+	uncharacterized protein LOC111208767
BnaA07g19800D	chrA07	15718863	15719707	-	beta-galactosidase 15-like
BnaA07g21840D	chrA07	16855520	16855786	-	mitochondrial import inner membrane translocase subunit Tim13
BnaA07g21880D	chrA07	16873455	16874849	+	"calcium uniporter protein 5
BnaA07g21890D	chrA07	16875822	16876620	+	uncharacterized protein BNAA07G21890D
BnaA07g21940D	chrA07	16894274	16898001	+	"3-oxoacyl-[acyl-carrier-protein] synthase II
BnaA07g22010D	chrA07	16915646	16916937	+	two-component response regulator ARR15-like
BnaA07g22420D	chrA07	17110155	17110214	-	--
BnaA07g22460D	chrA07	17128800	17129635	-	uncharacterized protein LOC106430185
BnaA07g22960D	chrA07	17376576	17378261	-	COPII coat assembly protein SEC16-like
BnaA07g22970D	chrA07	17381306	17381653	-	uncharacterized protein LOC106442282
BnaA07g22980D	chrA07	17389919	17393559	-	uncharacterized protein LOC111202918 isoform X1
BnaA07g23080D	chrA07	17441522	17443325	+	40S ribosomal protein SA-like
BnaA07g23130D	chrA07	17449672	17451326	-	uncharacterized protein LOC106357050
BnaA07g23820D	chrA07	17838178	17838285	+	phenolic glucoside malonyltransferase 2-like
BnaA07g23840D	chrA07	17841669	17842150	+	--
BnaA07g24330D	chrA07	18206433	18207813	-	ninja-family protein AFP1-like
BnaA07g24540D	chrA07	18353991	18354743	-	uncharacterized protein LOC106353846
BnaA07g24610D	chrA07	18419773	18420143	+	zinc finger protein CONSTANS-LIKE 6-like
BnaA07g25870D	chrA07	19114756	19116284	-	uncharacterized protein At1g66480-like isoform X1
BnaA07g27080D	chrA07	19719634	19721400	+	putative two-component response regulator-like APRR6 isoform X1
BnaA07g27110D	chrA07	19731454	19731882	-	uncharacterized protein BNAA07G27110D
BnaA07g27700D	chrA07	20111461	20111511	-	--
BnaA07g28150D	chrA07	20363206	20363550	+	putative defensin-like protein 66
BnaA07g29360D	chrA07	21045015	21045253	+	--
BnaA07g32900D	chrA07	22667616	22669219	+	uncharacterized protein LOC106421515 isoform X2
BnaA07g32920D	chrA07	22678176	22678643	+	S-protein homolog 5-like
BnaA07g33000D	chrA07	22714787	22714927	-	--
BnaA07g34760D	chrA07	23562569	23563005	-	uncharacterized protein LOC111197889
BnaA07g35660D	chrA07	23903556	23904676	+	auxin-responsive protein IAA15
BnaA07g35720D	chrA07	23927326	23927515	-	probable 2-oxoglutarate-dependent dioxygenase AOP1
BnaA07g35820D	chrA07	23971006	23971258	-	pre-mRNA-processing-splicing factor 8A-like
BnaA07g36020D	chrA07_random	54813	58694	+	"ATP-dependent Clp protease proteolytic subunit-related protein 2
BnaA07g37690D	chrA07_random	1238746	1238793	-	--
BnaA07g38570D	chrA07_random	1708653	1709134	-	uncharacterized protein BNAA07G38570D
BnaA07g38580D	chrA07_random	1710312	1710545	-	uncharacterized protein BNAC06G26240D
BnaA07g38640D	chrA07_random	1761523	1762525	-	uncharacterized protein LOC106371743
BnaA08g01040D	chrA08	745824	747879	+	"DNA-directed RNA polymerases II
BnaA08g02710D	chrA08	2151400	2152142	+	CASP-like protein 5C3
BnaA08g03270D	chrA08	2688194	2688592	-	pre-mRNA cleavage factor Im 25 kDa subunit 1
BnaA08g03290D	chrA08	2699662	2701405	+	DNA-binding protein RHL1-like
BnaA08g04390D	chrA08	3748847	3750558	+	--
BnaA08g04790D	chrA08	4606100	4606309	-	--
BnaA08g04830D	chrA08	4623348	4623422	+	--
BnaA08g05180D	chrA08	5166625	5166735	+	--
BnaA08g05480D	chrA08	5400599	5401089	-	--
BnaA08g05790D	chrA08	5695796	5696022	-	--
BnaA08g05800D	chrA08	5696084	5696418	-	--
BnaA08g05990D	chrA08	5905460	5908579	+	oligopeptide transporter 3 isoform X2
BnaA08g06850D	chrA08	6904547	6905049	+	--
BnaA08g07770D	chrA08	7672296	7672793	-	--
BnaA08g07810D	chrA08	7695395	7698103	+	--
BnaA08g07820D	chrA08	7701491	7701894	-	--
BnaA08g07890D	chrA08	7743800	7744017	+	--
BnaA08g08700D	chrA08	8490219	8490542	-	--
BnaA08g08830D	chrA08	8581541	8581675	-	uncharacterized protein LOC106372929
BnaA08g09600D	chrA08	9154788	9154889	+	--
BnaA08g09640D	chrA08	9173184	9173787	-	"glycine
BnaA08g10210D	chrA08	9524815	9526195	+	alkaline ceramidase
BnaA08g10340D	chrA08	9592999	9598239	-	oxysterol-binding protein-related protein 2A isoform X2
BnaA08g10970D	chrA08	10111960	10112283	+	auxin-responsive protein SAUR50
BnaA08g12230D	chrA08	10911550	10912032	+	--
BnaA08g14280D	chrA08	12166935	12168209	-	small ubiquitin-related modifier 1
BnaA08g14330D	chrA08	12181085	12182176	+	V-type proton ATPase subunit e2-like
BnaA08g14340D	chrA08	12182709	12183441	+	uncharacterized protein LOC106435723
BnaA08g14380D	chrA08	12219101	12219607	-	uncharacterized protein LOC106414731
BnaA08g14460D	chrA08	12243523	12243865	-	regulatory protein NPR1-like
BnaA08g15080D	chrA08	12609332	12612940	-	cation/H(+) antiporter 17-like
BnaA08g17250D	chrA08	13757911	13758093	+	uncharacterized protein BNAA08G17250D
BnaA08g22400D	chrA08	16295353	16296771	+	protein PHYTOCHROME KINASE SUBSTRATE 3
BnaA08g22430D	chrA08	16304442	16304870	+	uncharacterized protein LOC106359297
BnaA08g22450D	chrA08	16308334	16308759	+	uncharacterized protein LOC106359297
BnaA09g00210D	chrA09	103927	104181	+	UDP-glycosyltransferase 72B1
BnaA09g00240D	chrA09	113069	113574	-	--
BnaA09g02560D	chrA09	1307902	1309529	-	vesicle transport v-SNARE 13
BnaA09g02600D	chrA09	1327463	1327756	-	plant-specific TFIIB-related protein 2-like
BnaA09g03450D	chrA09	1772293	1774326	-	GRF1-interacting factor 1-like isoform X1
BnaA09g06430D	chrA09	3155943	3156050	-	--
BnaA09g06940D	chrA09	3374999	3376196	-	uncharacterized protein LOC106371736
BnaA09g07100D	chrA09	3464644	3465603	+	uncharacterized protein LOC106444831
BnaA09g07110D	chrA09	3470112	3470333	-	uncharacterized protein LOC106444830
BnaA09g12130D	chrA09	6366387	6367637	+	uncharacterized protein LOC111211862
BnaA09g12690D	chrA09	6748989	6749198	+	--
BnaA09g12720D	chrA09	6771804	6773687	+	uncharacterized protein BNAA09G12720D
BnaA09g13930D	chrA09	7947084	7947241	-	--
BnaA09g15630D	chrA09	9105649	9105865	-	--
BnaA09g16520D	chrA09	9920216	9920614	-	ethylene-responsive transcription factor ERF096
